credit_amt,sex,education,marital_status,age,repay_sep,repay_aug,repay_jul,repay_jun,repay_may,repay_apr,state_sep,state_aug,state_jul,state_jun,state_may,state_apr,paid_sep,paid_aug,paid_jul,paid_jun,paid_may,paid_apr,default
70000,2,2,1,30,0,0,2,1,1,2,15484,18202,18840,18552,20983,21500,2979,1223,258,2741,1000,0,1
50000,1,2,2,35,0,0,0,0,0,0,52501,50911,49300,19944,20441,20371,2684,2033,711,919,853,856,1
20000,1,1,1,28,1,2,2,2,2,2,6201,6728,7827,8193,8888,8602,781,1368,647,929,0,787,1
50000,1,1,1,29,0,2,0,3,3,2,2633,2047,2532,2047,1562,2130,0,969,0,0,1052,0,1
97375,2,1,1,36,2,1,0,0,1,0,95207,93300,92922,65732,62749,63940,892,3029,4458,629,2310,2320,1
50000,1,2,1,47,0,0,1,0,0,0,46947,50572,48988,49121,30100,29279,4477,324,2338,1133,1139,1056,1
80000,1,2,1,27,2,2,1,1,1,1,26898,27572,27341,28953,29962,30827,1402,442,2311,1597,1509,934,1
180000,2,2,1,33,2,2,2,2,2,0,12423,14759,14229,16711,16192,17649,2775,0,2724,0,2000,4172,1
80000,1,1,1,35,1,1,2,2,2,1,76565,81277,78937,81403,77077,79264,6869,0,6058,0,4030,2151,1
160000,2,3,1,31,-1,-1,-1,-1,-2,-2,701,686,2035,0,0,0,435,2050,0,0,0,0,1
20000,1,3,1,40,0,0,0,2,0,0,13278,13662,14409,13204,12562,12575,1616,2001,0,435,972,974,1
30000,1,2,2,32,0,0,0,0,0,0,30229,30094,30625,29777,30216,28159,2863,2854,2794,2825,1072,132,1
180000,1,2,0,27,-1,-1,-1,-2,-2,-2,265,1240,834,184,245,117,1242,840,184,245,117,159,1
20000,1,1,1,36,1,1,1,-1,0,0,20039,16795,14703,17871,17032,116,1239,28,29149,672,116,0,1
50000,2,1,1,38,0,0,0,0,0,0,47681,48280,44808,43747,18623,15946,2335,2133,2368,1133,548,1141,1
133393,2,2,1,41,2,2,2,2,2,2,124174,122689,128913,129926,131486,132302,1968,9756,4669,4637,5000,1696,1
30000,1,2,1,33,0,0,0,0,0,0,31799,30309,26843,21815,18933,2360,1555,1403,1453,987,2360,2833,1
60000,1,2,1,33,0,0,0,0,0,0,36431,36620,37294,37131,29539,29184,1259,2183,1401,1175,1241,1144,1
230000,1,2,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
80000,1,2,2,30,1,1,0,0,0,0,25256,24489,25926,27237,29571,30331,373,1838,1735,2783,1913,245,1
144629,1,1,1,40,1,0,0,0,0,0,153663,154279,158311,93797,96097,97940,5471,6331,3056,3079,2352,907,1
110000,2,2,1,43,-1,-1,-1,-1,-1,-1,1554,871,3490,744,852,635,871,3544,744,852,635,744,1
20000,1,1,2,30,0,2,1,0,0,-2,16141,15660,14123,13459,-45,0,43,72,1878,0,45,0,1
90000,2,1,2,27,2,2,0,0,0,0,28096,27655,28659,29538,30134,32912,307,1748,1658,1336,3267,170,1
141520,2,1,2,27,0,0,0,0,0,0,136800,140783,143039,142604,143442,142877,7451,6087,6075,5939,5484,5423,1
130000,1,1,2,25,1,-2,-2,-2,-2,-2,-1538,-1538,-1538,-1538,-1538,-1538,0,0,0,0,0,0,1
30000,1,2,1,43,0,0,0,0,0,1,13989,15050,16103,17091,17884,17855,1495,1495,1456,1272,348,804,1
50000,1,2,2,30,2,0,0,2,2,2,28147,29474,32060,31258,32632,33955,1802,3380,13,1893,1991,15,1
60000,2,2,1,41,0,0,0,0,0,0,60390,61120,60326,31156,29701,30209,2746,1862,1064,1218,1483,1098,1
30000,2,1,2,23,0,0,0,0,0,0,14789,15996,16795,17575,18240,18882,1576,1181,1181,1016,1000,1000,1
160000,1,1,1,47,-1,-1,-1,-1,-1,-1,1097,1990,1306,306,306,0,1990,1306,306,306,0,767,1
140000,2,1,1,35,0,1,0,0,2,2,129225,127849,129399,137077,134784,141564,1864,5169,10101,0,9237,847,1
100000,1,2,1,37,-1,-1,-1,-1,-1,-1,611,168,390,558,221,480,168,390,558,221,480,221,1
179109,1,2,1,53,-1,-1,-1,-1,-1,0,6962,764,10701,523,9813,8946,764,10715,523,9813,282,4592,1
408120,1,1,1,38,2,2,1,0,0,0,181324,183885,172583,171122,161159,110824,6949,565,5367,5391,4541,4985,1
20000,1,2,1,51,0,0,0,0,0,0,16690,17631,18360,18895,19014,19131,1298,1311,1139,709,745,717,1
30000,2,2,2,31,1,2,2,0,0,0,15457,16765,17122,17472,18301,18779,1865,932,932,1265,932,664,1
50000,1,2,1,25,0,1,2,2,1,1,20327,22337,23276,23199,23583,23458,2523,1597,597,1000,402,1283,1
60000,1,2,2,31,0,0,0,0,0,0,58091,56989,56448,55738,27099,28382,2175,2390,2219,1622,2283,1112,1
30000,1,3,1,52,0,1,1,-1,0,0,3253,2511,0,2814,2700,2728,770,0,2814,2246,1764,2401,1
30000,2,2,1,35,2,2,1,1,2,0,29252,28409,29464,29225,28356,27356,0,1846,2543,171,1298,1781,1
50000,1,1,1,23,1,0,0,0,0,0,49317,49063,47212,47474,21568,19005,4041,2134,1401,431,380,772,1
20000,1,2,2,45,3,2,2,7,7,7,2376,2376,2376,2376,2376,2376,0,0,0,0,0,0,1
80000,2,3,1,39,0,0,-1,-1,-1,-1,512,842,534,256,256,426,586,534,256,256,426,1914,1
80000,1,1,2,28,1,1,1,0,0,2,73671,79171,78388,67894,49735,49470,6931,1506,2557,3600,806,1001,1
60000,2,2,1,24,0,0,0,0,0,0,58138,60141,50090,19533,12150,15383,3025,1139,7397,492,3488,363,1
20000,1,2,2,41,0,0,0,0,0,0,15931,16987,18009,18920,19360,19857,1325,1346,1257,774,889,502,1
10000,1,2,1,34,1,1,1,1,0,0,7595,7505,9361,9211,8034,0,1465,2199,465,534,0,0,1
200000,2,1,1,41,-1,-1,-1,-1,-2,-1,13814,1486,2923,288,-1203,4886,1491,2934,298,957,8694,12,1
20000,1,2,1,35,1,0,0,2,0,0,16485,17508,20243,19614,19761,19226,1301,3029,0,961,607,1000,1
100000,2,1,1,38,-1,-2,-2,-2,-2,-1,0,0,0,0,0,61,0,0,0,0,61,0,1
50000,1,2,2,27,0,0,0,0,0,1,20234,17938,17535,17554,18676,17205,1573,1446,1468,1823,163,665,1
100000,2,1,1,32,2,2,1,1,1,0,75575,73779,71420,72096,71439,72713,0,4599,2818,1196,2881,4396,1
60000,1,2,1,44,0,0,0,0,0,0,59275,65049,62262,17928,19450,19241,18202,2073,2598,2217,3368,2486,1
50000,2,1,2,24,1,1,0,0,0,0,47998,42853,39316,17181,14018,13866,543,2163,1064,3803,1592,3810,1
10000,1,2,1,42,0,0,0,1,0,0,7145,8400,9750,9481,9726,10140,1394,1652,33,394,572,211,1
76909,1,2,2,26,2,0,0,0,0,0,62558,63496,58407,117267,70384,75873,2305,2685,1860,12791,7053,2719,1
50000,1,2,1,48,0,0,1,0,0,0,39203,41401,37871,28775,29251,29640,2963,384,1398,1079,1436,759,1
151438,1,2,1,40,0,0,0,0,0,0,90396,92130,93379,93809,95431,97438,3393,2874,3538,3413,3542,3579,1
133108,1,2,2,39,0,0,0,0,0,0,130150,104307,66708,54973,22048,13710,3106,2750,1618,2611,883,3016,1
16183,2,1,2,32,-1,-1,-1,-1,0,0,2956,148,745,18205,18723,19199,148,745,18205,1000,872,882,1
50000,1,1,2,29,-1,-1,-1,0,-1,-1,2227,2073,5688,9518,1217,8133,2077,5701,9178,1218,8155,6572,1
50000,1,1,2,29,0,0,0,0,0,0,27178,27877,28908,29921,30516,31163,1454,1484,1497,1093,1139,2038,1
80000,2,2,1,35,0,0,0,0,0,2,19344,20069,21522,25452,27196,26623,1349,1988,4384,2167,0,1230,1
360000,2,1,2,27,0,0,0,0,0,1,21923,23168,24113,24410,24711,24983,1829,1724,1000,1998,1151,151,1
200000,1,1,1,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,498,1
150000,2,1,2,24,0,-1,-1,-1,-1,-1,278,278,278,278,630,422,278,278,278,630,422,1146,1
50000,1,3,1,39,3,2,1,0,0,0,50561,49279,47876,48687,49264,48277,667,560,1973,1266,1199,1970,1
30000,1,2,1,53,1,2,2,1,1,2,14765,15504,16191,15757,17218,16801,1278,1230,124,1726,0,705,1
80000,1,1,1,41,2,2,1,1,0,0,57683,58113,59370,58643,59743,63793,1967,2627,729,2575,5086,1901,1
10000,1,2,1,42,1,0,-1,2,0,0,2642,13,4176,3963,4025,6389,0,4278,0,184,2545,2000,1
50000,1,1,2,23,1,1,1,2,1,1,6167,6101,8072,8395,8588,8327,228,2106,847,500,77,500,1
20000,1,2,1,34,0,0,0,0,1,1,10481,11012,12379,18275,18522,19101,1067,1644,6560,898,1110,165,1
30000,1,1,1,37,5,5,4,3,2,2,35341,34832,33927,32815,31526,30955,709,629,328,340,851,851,1
100000,1,2,1,30,2,2,2,2,2,0,71816,70515,71632,74044,74396,75970,439,2852,4104,2087,2802,2815,1
80000,2,1,1,24,0,0,0,2,0,0,4749,5773,8779,8461,8636,8810,1264,3272,26,185,183,175,1
30000,1,2,1,42,3,2,2,5,5,5,1790,1790,1790,1790,1790,1790,0,0,0,0,0,0,1
50000,1,2,1,45,1,0,0,0,0,0,47713,47860,21083,21458,19769,20403,2442,1339,1859,742,1070,2445,1
80000,1,1,1,30,2,2,2,2,2,0,62769,63420,63012,66423,65935,68026,2259,1201,4744,960,3324,2855,1
200000,1,2,1,40,0,0,-1,-1,-1,-1,4354,5171,5052,4436,3771,4142,5119,5052,4436,3771,4142,4820,1
154767,2,1,1,37,-1,-1,-1,-1,0,0,4273,3828,3828,25366,7322,5958,3828,3828,25366,2555,967,3323,1
102568,1,2,1,38,2,2,2,2,2,2,24452,27225,26503,29360,29548,29962,3188,0,3308,966,1036,1486,1
20000,1,2,1,38,0,0,0,0,0,2,16962,17688,18315,18355,20147,25186,2646,1600,1557,2957,711,596,1
214951,1,2,1,41,-1,-1,-1,-1,-1,-1,5927,4471,7927,7062,8799,7119,4484,7959,7075,8813,7132,5672,1
70000,2,2,1,31,0,0,0,0,0,0,23566,23641,26059,27805,25291,25807,2675,4225,3266,816,1147,3971,1
420000,2,1,1,36,-2,-2,-2,-2,-2,-1,5124,123,-698,1679,3180,6399,1392,3698,3735,3183,4663,1772,1
80000,2,2,1,33,0,0,0,0,0,0,23010,22410,22914,22254,23748,21405,859,2426,573,2615,573,1213,1
140000,2,1,1,35,-1,-1,-1,-1,-1,-1,6332,6842,4134,5925,2688,10012,6842,4139,5982,3976,10012,1072,1
80000,2,1,1,34,-1,-1,-2,-2,-1,-1,983,0,29,29,482,694,0,29,29,482,694,445,1
50000,1,2,2,33,1,0,0,0,0,0,40541,41467,41685,42672,43342,43925,1694,1018,1678,2341,1595,1548,1
50000,1,2,1,40,0,0,0,0,0,0,27861,29132,30126,30834,31420,32080,1791,1762,1508,1152,1192,1908,1
330000,2,1,1,52,-2,-1,0,0,-2,-1,551,4502,1112,353,-1,257,7186,0,354,1,259,0,1
205275,2,1,1,29,0,0,0,0,0,0,204989,116972,56929,51288,52642,53698,4669,2169,1883,2188,2059,2183,1
156589,1,1,1,44,0,0,-1,0,0,0,1692,2318,19895,7056,3703,3406,1950,19895,1686,420,724,1719,1
280000,2,2,2,44,1,2,-1,-1,1,-1,2015,681,2988,1483,924,2415,0,2988,1486,501,2415,3571,1
240000,2,2,1,34,-1,-1,-1,0,-1,0,3427,2777,3477,2923,3562,3072,3330,3889,2998,3563,2679,2293,1
20000,2,1,2,25,1,2,0,0,0,0,19962,16749,17555,12422,18888,18424,0,5236,1140,10424,2850,2182,1
50000,1,2,1,50,0,0,0,0,0,0,50400,49103,50159,18953,17095,19266,1902,2363,840,964,3000,1083,1
230000,2,1,1,35,-1,-1,-1,-1,-1,0,262,29044,23230,6477,6622,11984,29053,22897,5980,6470,11955,5917,1
297423,1,1,2,31,0,0,0,0,0,0,37222,56577,34187,11178,14886,10104,22964,4151,4208,7636,3711,4332,1
220000,2,1,1,46,-1,-1,-1,0,0,-1,3136,1971,10239,7163,991,2846,1982,10246,6054,991,3002,6467,1
20000,1,2,2,27,0,0,0,0,0,0,19094,19668,18259,18955,17628,17816,1305,1378,1191,692,793,926,1
271019,1,2,1,44,2,0,0,0,0,0,187229,179505,181723,188339,187256,190954,7184,7546,9820,6730,6735,7815,1
50000,1,3,1,37,0,0,-1,-2,-2,-2,50229,1456,-430,-556,-556,-556,168,0,0,0,0,0,1
330974,2,3,1,39,0,0,0,0,0,0,149340,146477,144953,142814,139375,139861,6548,5747,6014,5179,5214,5574,1
360000,1,2,1,29,2,2,2,0,0,-2,2500,2500,1611,1611,0,0,0,0,0,0,0,0,1
120000,1,2,2,28,1,-2,-2,-2,-2,-2,-60,-1344,-1536,-1536,-1536,-1536,1,0,0,0,0,0,1
160000,1,1,1,38,-1,-1,-1,-1,-1,-1,644,1647,844,11,0,83,1647,844,0,0,83,704,1
143213,2,2,1,26,1,2,1,1,0,0,42908,44540,46319,46243,47247,48223,2593,2811,964,1886,1898,2000,1
159664,2,1,1,41,1,1,1,0,0,0,152644,152194,96538,97747,98543,99871,4441,129,4332,3618,3722,3708,1
250000,1,1,2,39,0,0,0,0,0,-2,82,82,748,666,0,0,0,666,0,0,0,0,1
173146,1,2,1,32,0,0,0,1,0,0,129106,121883,132998,130313,133238,115312,6000,14963,1384,6258,3426,4342,1
30000,1,1,2,35,2,0,0,0,0,0,25012,26138,26975,26702,23431,17125,1969,1803,1967,1597,1167,1474,1
114903,1,2,2,44,0,0,0,0,0,0,26069,27220,27723,28593,29382,28281,1694,1058,1449,1245,509,905,1
130000,1,2,2,36,1,0,0,1,0,0,7214,8403,10523,10553,9786,10715,1313,2334,443,721,1165,2389,1
30000,2,1,2,25,0,0,2,2,2,1,20880,23601,22941,28529,27780,27320,3385,0,6307,0,124,2188,1
300000,1,2,1,55,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,1,1,2,24,2,0,0,0,0,0,28955,27065,25948,26324,28674,17485,1408,1800,1112,2978,510,1007,1
280000,1,1,1,38,-1,-1,-1,-1,-1,-2,2349,3396,5176,5092,3434,3132,3432,5220,5116,3451,3147,3126,1
50000,2,1,2,26,2,2,2,2,2,2,41052,42958,43100,43676,44656,45691,2890,1121,1587,2000,1900,1856,1
500000,1,1,1,46,0,-2,-2,-2,-1,-1,0,0,535,1800,1074,783,0,535,1800,1074,377,1211,1
86039,1,3,2,31,2,1,0,0,0,0,86924,84566,64757,8589,5908,3113,1114,2064,603,288,62,0,1
159612,2,1,1,39,-2,-2,-2,-2,-2,-1,736,932,741,774,0,27022,932,741,774,15,27022,19454,1
90000,1,2,1,43,1,0,0,0,0,0,89968,92337,87573,47643,48129,48850,3922,4199,1698,1789,2068,1819,1
139527,2,1,1,27,2,2,1,1,1,1,94934,96718,97895,98974,100746,99164,4192,3642,3595,3495,189,3495,1
130000,2,2,1,23,1,-1,0,0,0,0,1323,5765,15491,19827,11683,11686,5767,9881,5030,1976,2035,2094,1
30000,1,2,1,31,1,0,0,1,2,0,31368,30665,41652,32572,31215,30805,1328,4518,9591,290,1365,3310,1
320000,1,1,2,33,-1,0,-1,-1,-2,-2,356,80,2234,0,0,0,0,2238,0,0,0,0,1
270292,1,2,2,35,1,1,1,0,0,0,169140,169528,161513,159012,154273,153069,6275,2927,5782,5441,5384,5545,1
180000,2,2,1,33,2,2,2,2,2,0,12770,15077,14543,17130,16587,18085,2785,0,2835,0,2000,4505,1
70000,1,2,2,37,0,0,1,0,0,0,68654,69738,69151,48152,21435,27096,6124,1565,581,1839,6283,1375,1
20000,1,2,1,24,1,0,0,0,0,-1,18320,19267,19646,19920,39,0,1591,1705,1000,0,0,0,1
100000,2,1,1,45,1,1,1,1,1,1,40848,42750,44528,44142,46564,46184,2747,2704,500,3408,407,2687,1
20000,1,2,1,30,0,1,1,0,0,1,6732,7696,7898,8944,9738,9953,1172,420,1183,945,371,316,1
80000,2,1,1,29,-1,1,2,0,0,0,3929,4383,3430,4300,3610,1565,807,0,3198,24,0,0,1
30000,1,1,1,39,1,2,2,0,0,0,20802,23497,22839,24121,23792,22265,3361,0,2000,1521,904,993,1
136548,2,2,2,45,2,0,0,0,0,0,130096,132617,127421,98817,93719,94579,6659,5413,3760,3383,3548,3519,1
50000,1,2,1,39,0,0,0,0,0,0,49646,49900,49696,49244,49188,48829,2234,2077,1772,1992,1759,1928,1
10000,1,1,2,29,0,0,0,0,0,0,7586,8439,8052,8761,8937,9129,1116,1259,967,319,334,317,1
10000,1,1,1,28,1,0,0,2,1,1,3359,4116,9174,8881,9318,9545,817,5233,0,734,475,0,1
50000,2,2,1,32,0,0,0,0,0,0,48802,48721,50106,50324,12882,11953,1048,2602,2252,610,617,24231,1
20000,1,2,1,42,0,0,-2,-2,-2,-2,12784,0,0,0,0,0,0,0,0,0,0,0,1
20000,1,1,1,36,1,-2,-2,-2,-2,-1,0,0,0,0,0,1375,0,0,0,0,1375,477,1
50000,2,2,1,30,0,0,0,0,0,0,45689,44208,29253,14128,14888,15623,2442,2091,990,992,992,992,1
233678,1,1,1,39,0,0,-1,-1,0,-1,2034,661,75,441,1659,31478,287,632,632,1417,31937,8056,1
100000,1,2,1,30,2,2,2,2,0,0,68565,66907,74551,73087,74279,75758,0,9392,333,2549,2723,3118,1
70000,1,1,2,27,0,0,2,3,3,2,53181,55860,61770,60713,61123,60427,4176,7278,516,1983,516,507,1
220000,1,1,1,40,-1,1,0,0,0,0,899,1018,899,899,899,117,237,235,117,117,117,117,1
50000,2,1,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
181602,1,1,2,31,2,0,0,0,2,2,130667,132438,132440,140761,138509,147935,5251,2900,10419,0,11648,3981,1
20000,1,2,2,36,2,1,1,6,6,6,2204,2204,2455,2397,2677,2594,37,288,0,510,8,156,1
120000,1,1,1,35,1,2,1,1,2,2,115595,116159,114915,119741,116156,117070,4290,2622,9597,0,8387,1703,1
50000,2,2,2,25,2,0,0,0,0,0,48055,48110,45249,39309,28126,28251,3835,1765,4720,882,1976,882,1
67961,1,2,2,27,0,0,0,0,0,0,33303,33585,21899,8261,8016,7541,1273,1249,398,1115,796,2565,1
90000,2,2,1,24,2,0,0,1,0,0,89416,89629,93378,89659,89185,91323,4043,7880,475,3502,6896,379,1
20000,1,2,1,36,1,1,0,0,2,0,14505,14709,15692,17848,17348,18001,592,1391,2427,0,1090,1554,1
50000,1,1,1,25,0,0,0,0,0,0,48563,46240,34495,28193,23951,27843,2215,2683,1457,1063,4474,1691,1
50000,1,1,1,28,2,2,2,2,0,0,45850,48664,50414,49061,46101,48218,3605,2897,198,1594,3634,0,1
20000,1,2,1,27,0,0,2,2,0,0,15470,17982,19130,18530,18721,19030,3089,1732,0,796,624,939,1
200000,1,2,1,39,-1,-1,0,-1,-1,0,207,1387,53,952,1873,2937,1398,66,964,1876,1803,137,1
50000,2,2,1,47,0,0,0,0,0,0,47127,48670,49427,50495,20210,20451,2328,1597,2471,4684,802,972,1
169032,1,1,1,39,0,1,1,0,0,0,157683,136277,97347,96580,97893,97979,4549,1214,3338,2962,3064,2535,1
271242,1,1,1,35,0,1,0,0,0,0,5163,3457,11342,21102,22672,22793,349,10975,10372,5626,4413,3559,1
130000,2,1,2,26,-2,-2,-2,-2,-1,-1,2339,3851,679,-161,-84,-161,3864,800,934,76,0,70,1
360000,1,2,1,38,-1,0,0,0,0,0,616,848,1081,897,869,927,760,760,343,499,500,499,1
220000,2,1,1,41,1,2,2,0,2,0,1580,1580,1419,1729,1493,1419,161,0,472,0,161,161,1
250000,2,2,1,35,1,0,0,-2,-2,-2,1085,1085,0,0,0,0,0,0,0,0,0,0,1
67956,1,2,1,27,0,0,0,0,0,0,63832,63182,62571,28515,28331,26906,2724,2579,1584,1139,1306,1615,1
140000,2,1,1,29,-1,0,-1,-1,-1,0,3864,181,-49,7084,3065,335,0,0,7133,3065,0,2090,1
306769,1,1,1,31,1,0,0,0,0,0,123296,125381,122588,123378,120039,116951,5554,5623,7016,5193,5371,6382,1
220000,1,1,2,32,0,0,0,0,0,0,209302,211039,214164,218524,146440,147025,9021,8385,8342,5590,5350,6413,1
20000,1,2,2,23,2,2,5,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,1
20000,1,2,1,22,2,1,1,2,2,1,16037,16577,19423,20585,19993,19468,1109,3163,1781,73,76,1824,1
30000,1,2,2,35,1,2,2,1,1,2,11133,12094,11612,13179,13147,13788,1440,0,1978,387,1110,563,1
50000,1,2,1,29,0,0,0,2,0,0,15987,16050,14200,9114,4169,2614,1385,2478,0,108,383,383,1
50000,2,2,1,34,1,0,0,2,2,2,28140,28962,31231,30745,33349,34076,1357,3056,319,3152,1508,0,1
50000,1,2,1,23,2,2,2,2,2,2,15058,14527,16253,16688,16278,17957,0,2000,1000,0,1949,0,1
200000,1,1,1,28,0,0,1,0,0,0,188897,205483,201568,180836,186499,192584,20810,1823,9515,9410,9326,15066,1
84812,1,2,1,38,1,0,0,-1,-1,-1,47626,48287,0,378,701,0,2536,0,378,701,0,0,1
30000,1,2,1,30,1,2,3,2,1,1,24771,29123,28358,27043,25897,26242,4959,0,362,369,1759,169,1
110000,1,1,2,25,1,0,0,0,1,0,109702,99138,88568,79831,78643,80571,3541,6450,5501,206,3184,5485,1
30000,1,1,1,46,0,0,0,1,0,0,9898,11642,13140,12975,13622,17701,2022,1996,343,1115,4336,393,1
30000,2,2,1,34,2,0,0,0,0,0,14290,14919,15314,15761,16237,17685,6405,1076,817,727,1704,448,1
120961,1,1,2,43,1,1,0,0,0,0,123280,120611,120925,47203,41559,37448,577,4035,2000,2451,2096,1740,1
20000,1,2,2,41,1,2,2,2,2,1,15849,16778,17171,17534,16463,18453,1509,1000,930,0,2275,722,1
130574,2,1,1,32,0,0,0,0,0,0,129863,127197,130188,164075,110069,108455,3325,5853,6396,5193,4023,4353,1
150000,1,2,2,28,0,0,0,0,0,0,2275,7870,10384,5737,4774,488,6404,7649,293,407,488,1331,1
30000,2,3,1,58,0,2,2,0,0,2,6863,5827,4801,2843,2201,2154,0,763,0,1968,784,0,1
30000,1,1,1,40,1,2,2,0,0,1,14184,15321,15117,14975,16469,16377,1659,332,401,1742,281,794,1
30000,2,1,1,35,2,2,2,1,0,0,27692,28993,29043,28594,28946,30339,2000,1227,340,1022,1918,1386,1
60000,1,2,2,26,0,0,0,0,0,0,35324,35735,37558,38323,39388,37323,1292,2707,1716,1964,904,1930,1
97214,1,1,1,28,1,0,0,0,0,1,5784,9775,13636,44036,48530,51337,4207,4150,30862,5642,5642,1147,1
80000,1,2,2,28,2,2,2,0,0,2,72767,81517,78632,79786,81480,78568,10089,0,3509,5215,0,3440,1
100000,1,2,2,29,1,0,0,2,2,2,22542,23476,25806,26606,27201,27269,1400,2813,1355,1294,619,1606,1
30000,2,3,2,24,2,1,0,0,2,1,30892,30312,30440,30604,30873,30355,340,1772,2382,1005,253,1170,1
20000,1,2,1,40,2,0,0,0,0,0,17791,18040,19949,19409,17070,14365,1821,2553,326,826,513,1000,1
70000,2,1,1,26,0,1,1,2,1,1,28113,30431,29700,31757,31137,35461,3072,51,2555,20,5032,1398,1
60000,2,1,1,28,0,0,2,2,2,2,37792,39896,38971,42821,41709,43373,3029,0,4815,0,2574,1708,1
110000,1,2,2,26,2,2,2,2,2,0,108479,110748,112852,113436,111758,108514,5559,5359,4000,1635,2364,4043,1
170000,1,1,1,36,-1,-1,-1,-2,-1,-1,1569,1199,433,433,1072,1883,1199,433,433,1072,1883,3788,1
500000,1,1,1,48,-1,-1,-1,-1,0,0,5888,2120,12932,21673,7296,1660,2135,12962,21692,2253,8,1441,1
20000,1,2,1,52,0,0,0,0,0,0,17075,17807,18465,18611,19022,18162,1637,1476,2225,1227,832,822,1
10000,1,2,1,29,1,1,0,0,1,1,5671,5716,7043,8286,8178,9592,243,1415,1389,63,1470,209,1
100000,1,1,2,35,0,0,0,0,0,0,31579,31681,32724,34618,35362,35317,766,1706,2597,1462,662,1416,1
50000,2,1,2,24,1,1,1,1,1,1,34928,36011,36605,37281,38237,40301,1838,1478,1577,1653,2788,0,1
70000,1,3,1,40,0,0,0,2,0,0,28863,30294,32427,32208,32962,32992,1899,2781,606,1339,640,1346,1
20000,2,2,1,25,0,2,0,0,0,0,19809,19287,19442,16786,11807,9337,86,1105,43,4627,952,0,1
180000,1,2,1,36,0,0,0,0,0,0,178304,176049,177842,175724,171009,173927,7046,7827,6474,6468,10871,2094,1
83512,2,1,2,27,1,1,0,0,0,0,85327,83758,78871,73904,49398,50543,1205,3864,3179,2045,2000,1947,1
210000,2,1,1,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
180000,1,1,1,33,1,1,1,1,1,0,102468,93099,54064,54787,53262,49662,3720,933,3439,933,2266,1515,1
240000,1,1,2,33,-1,0,1,-1,0,-1,517,767,611,2387,1925,2134,554,335,2387,0,2134,1709,1
10000,2,2,1,51,1,3,1,1,1,1,6312,4637,4887,4053,3594,2754,0,494,0,454,0,454,1
90000,1,2,1,32,0,0,0,0,0,0,86749,86690,88119,89319,51399,50651,3390,3766,3087,1199,1554,1811,1
260000,1,1,2,30,-1,-1,-1,-1,-1,-1,418,322,481,322,376,411,322,481,322,376,411,322,1
160000,1,1,1,30,1,0,0,0,0,1,75857,76893,79011,79857,83731,83028,2947,3514,2799,5861,762,3352,1
10000,2,2,1,47,0,0,1,1,1,1,214,214,214,228,374,173,0,0,14,145,485,1372,1
50000,1,2,1,25,0,0,0,0,0,0,50693,50040,49035,50294,50550,50635,1940,1928,2961,1857,1894,2479,1
30000,2,2,1,32,1,1,1,1,1,1,24224,25747,26895,27597,28066,28297,2061,1868,1314,1000,769,2224,1
130000,1,2,1,38,2,1,1,1,0,0,18318,19478,20433,21833,23051,23447,1762,1424,2054,1579,840,1500,1
100000,2,1,1,46,1,2,1,1,2,2,28945,28191,31318,31809,34635,33936,0,3715,1304,3573,0,3573,1
20000,2,2,1,37,1,2,2,1,1,1,11788,12707,13443,13282,14062,13893,1420,1153,357,1000,158,3255,1
288972,1,1,1,46,1,2,2,0,0,0,163937,166049,162003,167311,167875,166723,6000,2,8613,6081,6008,6065,1
30000,1,1,2,32,1,2,2,2,2,2,25426,24721,28932,29665,30138,30517,0,4682,1512,1237,1136,138,1
200000,2,2,1,29,-1,-1,-1,-1,-1,-1,836,5789,2787,652,923,1528,5805,2798,655,926,1916,68,1
230000,1,1,1,42,-1,-1,-1,-1,-1,-2,386,386,131,641,131,131,386,131,641,131,131,131,1
280000,1,1,1,44,0,0,0,0,0,0,1073,811,1336,811,811,811,0,525,0,0,0,5,1
80000,1,1,2,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
180000,1,2,1,42,0,0,0,0,0,0,27453,28496,29474,30301,30998,31769,1494,1472,1299,1127,1216,971,1
83190,1,2,1,33,0,0,-1,-2,-2,-2,61562,4057,2930,2621,0,0,4057,2942,2634,0,0,0,1
180000,1,1,1,39,0,-1,0,0,-1,-1,534,416,2404,186,363,540,422,2175,0,363,540,186,1
100000,2,1,1,45,0,1,0,0,0,1,102905,98376,99964,97073,99317,98648,825,4547,4226,5504,2369,4825,1
153974,1,2,1,36,0,0,0,2,1,1,78847,81007,86798,84589,90234,90290,4090,7961,0,7444,1589,3578,1
140000,2,2,1,48,-1,1,-1,-1,-1,-1,820,792,1687,0,1723,0,0,1687,0,1723,0,833,1
80000,1,2,1,27,1,1,0,0,0,0,81037,76761,78436,79941,79915,79841,1467,3216,3025,3165,4770,3055,1
